source_image,confidence,is_low_confidence,initial_exam_room,return_room,sequence,room_code,room_name,description,note,queue_number
data/reference/phieukham/phieu9.png,0.9788104599343779,False,A205,A205,2,A316,Phòng CT mô phỏng,Chụp CT mô phỏng,Chụp CT mô phỏng. Ghi chu: Chờ gọi theo STT,
data/reference/phieukham/phieu9.png,0.9788104599343779,False,A205,A205,3,A227,Phòng đọc KQ tổng hợp 2,Đọc KQ tổng hợp,Đọc KQ tổng hợp. Ghi chu: Mang đủ kết quả,
data/reference/phieukham/phieu10.png,0.9712345071648723,False,A209,A209,1,A209,PK Nội tiết 1,PK Nội tiết 1 - - Tầng 2 - Khu A,,
data/reference/phieukham/phieu10.png,0.9712345071648723,False,A209,A209,2,A304,Phòng lấy máu 2,lấy máu 2 - - Tầng 3 - Khu A,,
data/reference/phieukham/phieu10.png,0.9712345071648723,False,A209,A209,3,A307,Phòng XN nước tiểu,Tầng 3 - Khu A,,
data/reference/phieukham/phieu10.png,0.9712345071648723,False,A209,A209,4,A310,Phòng điện tim ECG,điện tim ECG -,,
data/reference/phieukham/phieu10.png,0.9712345071648723,False,A209,A209,5,A314,Phòng X-quang 1,X-quang 1 -,,
data/reference/phieukham/phieu10.png,0.9712345071648723,False,A209,A209,6,A309,Phòng trả KQ xét nghiệm,Tầng 3 - Khu A,,
data/reference/phieukham/phieu10.png,0.9712345071648723,False,A209,A209,7,A228,Phòng đọc KQ tổng hợp 1,Tầng 2 - Khu A,,
data/reference/phieukham/phieu11.png,0.9800968574263316,False,A209,A209,1,A304,Phòng lấy máu 2,Lấy máu xét nghiệm,Lấy máu xét nghiệm. Ghi chu: Thực hiện theo chỉ định trước,34
data/reference/phieukham/phieu11.png,0.9800968574263316,False,A209,A209,2,A209,PK Nội tiết 1,chuyên khoa Nội tiết,chuyên khoa Nội tiết. Ghi chu: Bác sĩ đọc kết quả ban đầu,
data/reference/phieukham/phieu11.png,0.9800968574263316,False,A209,A209,3,A312,Phòng siêu âm tổng quát 2,Siêu âm tuyến giáp,Siêu âm tuyến giáp. Ghi chu: Thực hiện theo chỉ định của bác sĩ,
data/reference/phieukham/phieu12.png,0.9807353571853928,False,A203,A203,1,A203,PK Tim mạch 1,chuyên khoa Tim mạch,chuyên khoa Tim mạch. Ghi chu: Bác sĩ ban đầu,35
data/reference/phieukham/phieu12.png,0.9807353571853928,False,A203,A203,2,A310,Phòng điện tim ECG,Điện tim đồ (ECG),Điện tim đồ (ECG). Ghi chu: Không cần nhịn ăn,
data/reference/phieukham/phieu12.png,0.9807353571853928,False,A203,A203,3,A228,Phòng đọc KQ tổng hợp 1,Đọc KQ tổng hợp 1,Đọc KQ tổng hợp 1. Ghi chu: Gom đủ kết quả trước khi quay lại,
data/reference/phieukham/phieu13.png,0.9733156994629408,False,A209,A209,1,A209,PK Nội tiết 1,PK Nội tiết 1 - - Tầng 2 - Khu A,,
data/reference/phieukham/phieu13.png,0.9733156994629408,False,A209,A209,2,A304,Phòng lấy máu 2,lấy máu 2 - - Tầng 3 - Khu A,,
data/reference/phieukham/phieu13.png,0.9733156994629408,False,A209,A209,3,A307,Phòng XN nước tiểu,xét nghiệm nước tiếu -,,
data/reference/phieukham/phieu13.png,0.9733156994629408,False,A209,A209,4,A310,Phòng điện tim ECG,điện tim ECG - - Tầng 3 - Khu A,,
data/reference/phieukham/phieu13.png,0.9733156994629408,False,A209,A209,5,A314,Phòng X-quang 1,X-quang 1 - - Tầng 3 - Khu A,,
data/reference/phieukham/phieu13.png,0.9733156994629408,False,A209,A209,6,A309,Phòng trả KQ xét nghiệm,trả kết quả xét nghiệm -,,
data/reference/phieukham/phieu13.png,0.9733156994629408,False,A209,A209,7,A228,Phòng đọc KQ tổng hợp 1,đọc kết quả tổng hợp 1 -,,
data/reference/phieukham/phieu14.png,0.9841007121681269,False,A211,A211,1,A109,Phòng tư vấn khám theo yêu cầu,Tư vấn theo yêu cầu,Tư vấn theo yêu cầu. Ghi chu: Ưu tiên hỗ trợ xe lăn,37
data/reference/phieukham/phieu14.png,0.9841007121681269,False,A211,A211,2,A226,Phòng đo sinh hiệu,Đo sinh hiệu,Đo sinh hiệu. Ghi chu: Thực hiện trước khi vào chuyên khoa,
data/reference/phieukham/phieu14.png,0.9841007121681269,False,A211,A211,3,A211,PK Cơ xương khớp 1,chuyên khoa Cơ xương khớp,chuyên khoa Cơ xương khớp. Ghi chu: Bác sĩ thăm và chỉ định cận lâm sàng,
data/reference/phieukham/phieu14.png,0.9841007121681269,False,A211,A211,4,A314,Phòng X-quang 1,Chụp X-quang 1,Chụp X-quang 1. Ghi chu: Chờ gọi theo STT,
data/reference/phieukham/phieu14.png,0.9841007121681269,False,A211,A211,5,A320,Phòng đo mật độ xương,Đo mật độ xương,Đo mật độ xương. Ghi chu: Làm theo hướng dẫn của nhân viên,
data/reference/phieukham/phieu14.png,0.9841007121681269,False,A211,A211,6,A228,Phòng đọc KQ tổng hợp 1,Đọc KQ tổng hợp 1,Đọc KQ tổng hợp 1. Ghi chu: Gom đủ kết quả trước khi quay lại,
data/reference/phieukham/phieu14.png,0.9841007121681269,False,A211,A211,7,A212,PK Cơ xương khớp 2,Tái Cơ xương khớp,Tái Cơ xương khớp. Ghi chu: Bác sĩ xem kết quả và tư vấn điều trị,
data/reference/phieukham/phieu14.png,0.9841007121681269,False,A211,A211,8,A323,Phòng nghỉ sau thủ thuật,Nghỉ sau thủ thuật,Nghỉ sau thủ thuật. Ghi chu: Theo dõi sau thủ thuật,
data/reference/phieukham/phieu15.png,0.9756253173807536,False,A205,A205,1,A205,PK Hô hấp 1,chuyên khoa Hô hấp,chuyên khoa Hô hấp. Ghi chu: Bác sĩ ban đầu,38
data/reference/phieukham/phieu15.png,0.9756253173807536,False,A205,A205,2,A316,Phòng CT mô phỏng,Chụp CT mổ phỏng,Chụp CT mổ phỏng. Ghi chu: Chờ gọi theo STT,
data/reference/phieukham/phieu15.png,0.9756253173807536,False,A205,A205,3,A227,Phòng đọc KQ tổng hợp 2,Đọc KQ tổng hợp,Đọc KQ tổng hợp. Ghi chu: Mang đủ kết quả,
data/reference/phieukham/phieu16.png,0.9799360565134614,False,A209,A209,1,A209,PK Nội tiết 1,chuyên khoa Nội tiết,chuyên khoa Nội tiết. Ghi chu: Bác sĩ đọc kết quả ban đầu,39
data/reference/phieukham/phieu16.png,0.9799360565134614,False,A209,A209,2,A304,Phòng lấy máu 2,Lấy máu xét nghiệm,Lấy máu xét nghiệm. Ghi chu: Thực hiện theo chỉ định trước,
data/reference/phieukham/phieu16.png,0.9799360565134614,False,A209,A209,3,A307,Phòng XN nước tiểu,XN nước tiểu toàn phần,XN nước tiểu toàn phần. Ghi chu: Thực hiện theo chỉ định,
data/reference/phieukham/phieu16.png,0.9799360565134614,False,A209,A209,4,A310,Phòng điện tim ECG,Điện tim đồ (ECG),Điện tim đồ (ECG). Ghi chu: Không cần nhịn ăn,
data/reference/phieukham/phieu16.png,0.9799360565134614,False,A209,A209,5,A314,Phòng X-quang 1,Chụp X-quang ngực thẳng,Chụp X-quang ngực thẳng. Ghi chu: Chờ gọi theo STT,
data/reference/phieukham/phieu16.png,0.9799360565134614,False,A209,A209,6,A309,Phòng trả KQ xét nghiệm,Trả kết quả xét nghiệm,Trả kết quả xét nghiệm. Ghi chu: Nhận kết quả sau khi có đủ xét nghiệm,
data/reference/phieukham/phieu16.png,0.9799360565134614,False,A209,A209,7,A228,Phòng đọc KQ tổng hợp 1,Đọc KQ tổng hợp 1,Đọc KQ tổng hợp 1. Ghi chu: Gom đủ kết quả trước khi quay lại,
data/reference/phieukham/phieu17.png,0.9813654624374583,False,A209,A209,1,A304,Phòng lấy máu 2,Lấy máu xét nghiệm,Lấy máu xét nghiệm. Ghi chu: Thực hiện theo chỉ định trước,40
data/reference/phieukham/phieu17.png,0.9813654624374583,False,A209,A209,2,A209,PK Nội tiết 1,chuyên khoa Nội tiết,chuyên khoa Nội tiết. Ghi chu: Bác sĩ đọc kết quả ban đầu,
data/reference/phieukham/phieu17.png,0.9813654624374583,False,A209,A209,3,A312,Phòng siêu âm tổng quát 2,Siêu âm tuyến giáp,Siêu âm tuyến giáp. Ghi chu: Thực hiện theo chỉ định của bác sĩ,
data/reference/phieukham/phieu18.png,0.9674225404463834,False,A203,A203,1,A203,PK Tim mạch 1,PK Tim mạch 1 - - Tầng 2 - Khu A,,
data/reference/phieukham/phieu18.png,0.9674225404463834,False,A203,A203,2,A310,Phòng điện tim ECG,điện tim ECG - - Tầng 3 - Khu A,,
data/reference/phieukham/phieu18.png,0.9674225404463834,False,A203,A203,3,A228,Phòng đọc KQ tổng hợp 1,đọc kết quả tổng hợp 1 - - Tầng 2 - Khu A,,
data/reference/phieukham/phieu19.png,0.9797304251881032,False,A209,A209,1,A209,PK Nội tiết 1,chuyên khoa Nội tiết,chuyên khoa Nội tiết. Ghi chu: Bác sĩ đọc kết quả ban đầu,42
data/reference/phieukham/phieu19.png,0.9797304251881032,False,A209,A209,2,A304,Phòng lấy máu 2,Lấy máu xét nghiệm,Lấy máu xét nghiệm. Ghi chu: Thực hiện theo chỉ định trước,
data/reference/phieukham/phieu19.png,0.9797304251881032,False,A209,A209,3,A307,Phòng XN nước tiểu,XN nước tiểu toàn phần,XN nước tiểu toàn phần. Ghi chu: Thực hiện theo chỉ định,
data/reference/phieukham/phieu19.png,0.9797304251881032,False,A209,A209,4,A310,Phòng điện tim ECG,Điện tim đồ (ECG),Điện tim đồ (ECG). Ghi chu: Không cần nhịn ăn,
data/reference/phieukham/phieu19.png,0.9797304251881032,False,A209,A209,5,A314,Phòng X-quang 1,Chụp X-quang ngực thẳng,Chụp X-quang ngực thẳng. Ghi chu: Chờ gọi theo STT,
data/reference/phieukham/phieu19.png,0.9797304251881032,False,A209,A209,6,A309,Phòng trả KQ xét nghiệm,Trả kết quả xét nghiệm,Trả kết quả xét nghiệm. Ghi chu: Nhận kết quả sau khi có đủ xét nghiệm,
data/reference/phieukham/phieu19.png,0.9797304251881032,False,A209,A209,7,A228,Phòng đọc KQ tổng hợp 1,Đọc KQ tổng hợp 1,Đọc KQ tổng hợp 1. Ghi chu: Gom đủ kết quả trước khi quay lại,
data/reference/phieukham/phieu20.png,0.9756127437450732,False,A209,A209,1,A209,PK Nội tiết 1,PK Nội tiết 1 - - Tầng 2 - Khu A,,
data/reference/phieukham/phieu20.png,0.9756127437450732,False,A209,A209,2,A304,Phòng lấy máu 2,lấy máu 2 - - Tầng 3 - Khu A,,
data/reference/phieukham/phieu20.png,0.9756127437450732,False,A209,A209,3,A307,Phòng XN nước tiểu,xét nghiệm nước tiểu - - Tằng 3 - Khu A,,
data/reference/phieukham/phieu20.png,0.9756127437450732,False,A209,A209,4,A310,Phòng điện tim ECG,điện tim ECG - - Tầng 3 - Khu A,,
data/reference/phieukham/phieu20.png,0.9756127437450732,False,A209,A209,5,A314,Phòng X-quang 1,X-quang 1 - - Tầng 3 - Khu A,,
data/reference/phieukham/phieu20.png,0.9756127437450732,False,A209,A209,6,A309,Phòng trả KQ xét nghiệm,trả kết quả xét nghiệm - - Tằng 3 - Khu A,,
data/reference/phieukham/phieu20.png,0.9756127437450732,False,A209,A209,7,A208,PK Tiêu hóa 2,đọc kết quả tổng hợp 1 - - Tầng 2 - Khu A,,
data/reference/phieukham/phieu21.png,0.9838846312299621,False,A205,A205,1,A205,PK Hô hấp 1,chuyên khoa Hô hấp,chuyên khoa Hô hấp. Ghi chu: Bác sĩ ban đầu,44
data/reference/phieukham/phieu21.png,0.9838846312299621,False,A205,A205,2,A316,Phòng CT mô phỏng,Chụp CT mổ phông,Chụp CT mổ phông. Ghi chu: Chờ gọi theo STT,
data/reference/phieukham/phieu21.png,0.9838846312299621,False,A205,A205,3,A227,Phòng đọc KQ tổng hợp 2,Tầng 2 - Khu A,Mang đủ kết quả,
data/reference/phieukham/phieu22.png,0.971229290150878,False,A203,A203,1,A203,PK Tim mạch 1,PK Tim mạch 1 - - Tầng 2 - Khu A,,
data/reference/phieukham/phieu22.png,0.971229290150878,False,A203,A203,2,A310,Phòng điện tim ECG,điện tim ECG - - Tầng 3 - Khu A,,
data/reference/phieukham/phieu22.png,0.971229290150878,False,A203,A203,3,A228,Phòng đọc KQ tổng hợp 1,đọc kết quả tổng hợp 1 -,,
data/reference/phieukham/phieu23.png,0.9816779256895409,False,A209,A209,1,A304,Phòng lấy máu 2,Lấy máu xét nghiệm,Lấy máu xét nghiệm. Ghi chu: Thực hiện theo chỉ định trước,
data/reference/phieukham/phieu23.png,0.9816779256895409,False,A209,A209,2,A209,PK Nội tiết 1,chuyên khoa Nội tiết,chuyên khoa Nội tiết. Ghi chu: Bác sĩ đọc kết quả ban đầu,
data/reference/phieukham/phieu23.png,0.9816779256895409,False,A209,A209,3,A312,Phòng siêu âm tổng quát 2,Siêu âm tuyến giáp,Siêu âm tuyến giáp. Ghi chu: Thực hiện theo chỉ định của bác sĩ,
data/reference/phieukham/phieu24.png,0.9587660948602502,False,A211,A211,1,A109,Phòng tư vấn khám theo yêu cầu,Tầng 1 - Khu A,,
data/reference/phieukham/phieu24.png,0.9587660948602502,False,A211,A211,2,A226,Phòng đo sinh hiệu,đo sinh hiệu - - Tầng 2 - Khu A,,
data/reference/phieukham/phieu24.png,0.9587660948602502,False,A211,A211,3,A211,PK Cơ xương khớp 1,PK Cơ xương khớp 1 - - Tầng 2 - Khu A,,
data/reference/phieukham/phieu24.png,0.9587660948602502,False,A211,A211,4,A314,Phòng X-quang 1,X-quang 1 - - Tầng 3 - Khu A,,
data/reference/phieukham/phieu24.png,0.9587660948602502,False,A211,A211,5,A320,Phòng đo mật độ xương,do mật độ xương - - Tầng 3 - Khu A,,
data/reference/phieukham/phieu24.png,0.9587660948602502,False,A211,A211,6,A228,Phòng đọc KQ tổng hợp 1,đọc kết quả tống hợp 1 - - Tầng 2 - Khu A,,
data/reference/phieukham/phieu24.png,0.9587660948602502,False,A211,A211,7,A212,PK Cơ xương khớp 2,PK Cơ xương khớp 2 - - Tổng 2 - Khu A,,
data/reference/phieukham/phieu24.png,0.9587660948602502,False,A211,A211,8,A323,Phòng nghỉ sau thủ thuật,nghi sau thủ thuật - - Tầng 3 - Khu A,,
data/reference/phieukham/phieu25.png,0.9788101802949325,False,A209,A209,1,A209,PK Nội tiết 1,chuyên khoa Nội tiết,chuyên khoa Nội tiết. Ghi chu: Bác sĩ đọc kết quả ban đầu,
data/reference/phieukham/phieu25.png,0.9788101802949325,False,A209,A209,2,A304,Phòng lấy máu 2,Lấy máu xét nghiệm,Lấy máu xét nghiệm. Ghi chu: Thực hiện theo chỉ định trước,
data/reference/phieukham/phieu25.png,0.9788101802949325,False,A209,A209,3,A307,Phòng XN nước tiểu,XN nước tiểu toàn phần Điện tim đồ (ECG),XN nước tiểu toàn phần Điện tim đồ (ECG). Ghi chu: Thực hiện theo chỉ định,
data/reference/phieukham/phieu25.png,0.9788101802949325,False,A209,A209,4,A310,Phòng điện tim ECG,XN nước tiểu toàn phần Điện tim đồ (ECG),XN nước tiểu toàn phần Điện tim đồ (ECG). Ghi chu: Thực hiện theo chỉ định,
data/reference/phieukham/phieu25.png,0.9788101802949325,False,A209,A209,5,A314,Phòng X-quang 1,Chụp X-quang ngực thẳng,Chụp X-quang ngực thẳng. Ghi chu: Chờ gọi theo STT,
data/reference/phieukham/phieu25.png,0.9788101802949325,False,A209,A209,6,A309,Phòng trả KQ xét nghiệm,Trả kết quả xét nghiệm,Trả kết quả xét nghiệm. Ghi chu: Nhận kết quả sau khi có đủ xét nghiệm,
data/reference/phieukham/phieu25.png,0.9788101802949325,False,A209,A209,7,A228,Phòng đọc KQ tổng hợp 1,Đọc KQ tổng hợp 1,Đọc KQ tổng hợp 1. Ghi chu: Gom đủ kết quả trước khi quay lại,
data/reference/phieukham/phieu26.png,0.9692262549566645,False,A211,A211,1,A109,Phòng tư vấn khám theo yêu cầu,Tầng 1 - Khu A,,
data/reference/phieukham/phieu26.png,0.9692262549566645,False,A211,A211,2,A226,Phòng đo sinh hiệu,đo sinh hiệu - - Tầng 2 - Khu A,,
data/reference/phieukham/phieu26.png,0.9692262549566645,False,A211,A211,3,A211,PK Cơ xương khớp 1,PK Cơ xương khớp 1 - - Tầng 2 - Khu A,,
data/reference/phieukham/phieu26.png,0.9692262549566645,False,A211,A211,4,A314,Phòng X-quang 1,X-quang 1 - - Tầng 3 - Khu A,,
data/reference/phieukham/phieu26.png,0.9692262549566645,False,A211,A211,5,A320,Phòng đo mật độ xương,đo mật độ xương - - Tầng 3 - Khu A,,
data/reference/phieukham/phieu26.png,0.9692262549566645,False,A211,A211,6,A228,Phòng đọc KQ tổng hợp 1,đọc kết quả tổng hợp 1 - - Tầng 2 - KhuA,,
data/reference/phieukham/phieu26.png,0.9692262549566645,False,A211,A211,7,A212,PK Cơ xương khớp 2,PK Cơ xương khớp 2 - - Tầng 2 - Khu A,,
data/reference/phieukham/phieu26.png,0.9692262549566645,False,A211,A211,8,A323,Phòng nghỉ sau thủ thuật,nghi sau thủ thuật - - Tầng 3 - Khu A,,
data/reference/phieukham/phieu27.png,0.9824916592732451,False,A205,A205,1,A205,PK Hô hấp 1,chuyên khoa Hô hấp,chuyên khoa Hô hấp. Ghi chu: Bác sĩ ban đầu,
data/reference/phieukham/phieu27.png,0.9824916592732451,False,A205,A205,2,A316,Phòng CT mô phỏng,Chụp CT mô phỏng,Chụp CT mô phỏng. Ghi chu: Chờ gọi theo STT,
data/reference/phieukham/phieu27.png,0.9824916592732451,False,A205,A205,3,A227,Phòng đọc KQ tổng hợp 2,Đọc KQ tổng hợp,Đọc KQ tổng hợp. Ghi chu: Mang đủ kết quả,
data/reference/phieukham/phieu28.png,0.9743767773273687,False,A209,A209,1,A209,PK Nội tiết 1,PK Nội tiết 1 - - Tầng 2 - Khu A,,
data/reference/phieukham/phieu28.png,0.9743767773273687,False,A209,A209,2,A304,Phòng lấy máu 2,lấy máu 2 - - Tầng 3 - Khu A,,
data/reference/phieukham/phieu28.png,0.9743767773273687,False,A209,A209,3,A307,Phòng XN nước tiểu,Tầng 3 - Khu A,,
data/reference/phieukham/phieu28.png,0.9743767773273687,False,A209,A209,4,A310,Phòng điện tim ECG,điện tim ECG - - Tầng 3 - Khu A,,
data/reference/phieukham/phieu28.png,0.9743767773273687,False,A209,A209,5,A314,Phòng X-quang 1,X-quang 1 - - Tầng 3 - Khu A,,
